name,birthday,profile,gender,movie_attended
Diahnne Abbott,1945-05-01,/bstWqig7aE762V7Bv7dMdH8CbzW.jpg,female,Taxi Driver. The King of Comedy. Love Streams
Frank Adu, , ,male,Taxi Driver. Love and Death. C.H.U.D.
Victor Argo,1934-11-05,/kYwuOpT59qqJnssl9R4226yHSAG.jpg,male,Taxi Driver. True Romance. Mean Streets
Gino Ardito, , ,male,Taxi Driver. Alex And The Gypsy
Charlton Heston,1923-10-04,/pXwJV9JlOCKOHSfEJdt2q61SZVq.jpg,male,Armageddon. Hercules. Planet of the Apes
Joseph Calleia,1897-08-04,/xyb6l5Epo5NXbKUXD7puhLoYca2.jpg,male,Touch of Evil. Gilda. The Alamo
Ginnifer Goodwin,1978-05-22,/vAH6j1A0L88R4UD9QX1nM9OLoYw.jpg,female,Zootopia. He's Just Not That Into You. Walk the Line
Jason Bateman,1969-01-14,/yNhKtdcXy2Dah6WwDGyqlmC4NbC.jpg,male,Zootopia. Hancock. Juno
Idris Elba,1972-09-06,/be1bVF7qGX91a6c5WeRPs5pKXln.jpg,male,Avengers: Age of Ultron. Thor. Avengers: Infinity War
Jenny Slate,1982-03-25,/aqH8MCnT3O5Od3OfZR8LClSP7UB.jpg,female,Zootopia. The Secret Life of Pets. Despicable Me 3
Ed Asner,1929-11-15,/nUnDLli9zmGQu6UCEU3G4FUdYqQ.jpg,male,Up. Elf
Christopher Plummer,1929-12-13,/fauMGxa6dc86nHNenQ8X6DlE6YV.jpg,male,Up. A Beautiful Mind. Twelve Monkeys. Shockwave Darkside
Jordan Nagai,2000-02-05,/8UjtI2fYUTXFzqEGc7rDAgFiAm7.jpg,male,Up. Dug's Special Mission
Bob Peterson,1961-01-18,/13YNM8lBKnK26MYd2Lp3OpU6JdI.jpg,male,Up. Finding Nemo. Monsters, Inc.
Ellen Widmann,1894-12-15,/17R5Kg8rrisggUoP7WJX8b837h0.jpg,male,M. Anne Bäbi Jowäger -  Teil 1: Wie Jakobli zu einer Frau kommt. Anne Bäbi Jowäger -  Teil 2: Jakobli und Meyeli
Inge Landgut,1922-11-23,/1iRmBwOJ9ISS3SU3SsSWfn2jThj.jpg,female,M. Emil and the Detectives. Schneeweißchen und Rosenrot
Otto Wernicke,1893-09-30,/tnfFLMa0TA4JO2ME615I3PJ7Myl.jpg,male,M. The Testament of Dr. Mabuse. Titanic
Tom Holland,1996-06-01,/kC88TIMh9z73pImu5HpPG6ttuDv.jpg,male,Captain America: Civil War. Spider-Man: Homecoming. Avengers: Infinity War. The Judge. Mexican Boarders. Cannery Woe. Child's Play. Fright Night. Islam: The Untold Story. Dinosaurs, Myths and Monsters
Robert Downey Jr.,1965-04-04,/1YjdSym1jTG7xjHSI0yGGWEsw5i.jpg,male,The Avengers. Iron Man. Iron Man 3
Marisa Tomei,1964-12-04,/l87UKhZ1ethWmn8lksmLZ2LcQJ1.jpg,female,Captain America: Civil War. Spider-Man: Homecoming. The Big Short
Louis Wolheim,1880-03-28,/j74Kja2i4V2mhuPFFWOQQZteI4a.jpg,male,All Quiet on the Western Front. Dr. Jekyll and Mr. Hyde. Orphans of the Storm
Lew Ayres,1908-12-28,/8Z3YPfpxj5dR9jR5GGXWaoGmjAu.jpg,male,Battle for the Planet of the Apes. All Quiet on the Western Front. Damien: Omen II
John Wray,1887-02-13,/le1ogQo0KraHo2ihAOlSHGJ4Exi.jpg,male,Gone with the Wind. All Quiet on the Western Front. Mr. Deeds Goes to Town. Wonder Man
Arnold Lucy,1865-08-08, ,male,All Quiet on the Western Front. Dr. Jekyll and Mr. Hyde. Lady with a Past
Andy Serkis,1964-04-20,/eNGqhebQ4cDssjVeNFrKtUvweV5.jpg,male,The Lord of the Rings: The Fellowship of the Ring. The Lord of the Rings: The Return of the King. Star Wars: The Force Awakens
Woody Harrelson,1961-07-23,/1ecdooAHICUhCZKKEKlFtccEmTU.jpg,male,The Hunger Games. The Hunger Games: Catching Fire. The Hunger Games: Mockingjay - Part 1
Steve Zahn,1967-11-13,/tcRHqtdi4wM8hlZ3MjPDWgePp7L.jpg,male,War for the Planet of the Apes. Dallas Buyers Club. Captain Fantastic
Karin Konoval, ,/5e8YyNQjWre2UbExYBlJ7zva934.jpg,female,Rise of the Planet of the Apes. Dawn of the Planet of the Apes. War for the Planet of the Apes
Walter Huston,1883-04-05,/17N08QrQ6Am3hQD5noz5zozGaFH.jpg,male,The Maltese Falcon. The Treasure of the Sierra Madre. The Birth of a Nation
Tim Holt,1919-02-05,/7wKvlGK5295TTa1b8Pdg5amAqmz.jpg,male,The Treasure of the Sierra Madre. Stagecoach. My Darling Clementine
Bruce Bennett,1906-05-20,/iiAA0WZyAiVEs5efWyZjHZZbjIA.jpg,male,The Treasure of the Sierra Madre. Mildred Pierce. Us in the U.S.. Rapture. Mind Control Made Easy or How to Become a Cult Leader. Skins. I Was a Teenage Mummy. Deep Rising
Neel Sethi,2003-12-22,/hYqDBAPyT8yJTIhlcStvoXv02uo.jpg,male,The Jungle Book. Astro Boy
Bill Murray,1950-09-21,/7BOoOAIA1CnSzFSVSJP7saniQaB.jpg,male,The Grand Budapest Hotel. Zombieland. The Jungle Book
Ben Kingsley,1943-12-31,/2Eu3j31JDJek70ZXLY6xfeUaJoR.jpg,male,Iron Man 3. Shutter Island. Schindler's List
Dale Dickey,1961-09-29,/588WXHw17JYi2rAqIVQXzgYENu3.jpg,female,Iron Man 3. Super 8
Ben Foster,1980-10-29,/kETVqU8PMDM44wM5mxPeegdGt2F.jpg,male,X-Men: The Last Stand. Warcraft. Inferno. Strings. Time Trap. Noble. Tiny Giants 3D
William Sterchi, ,/6Pbp5BWDPZ7NhkcnjTkUhKEx3QU.jpg,male,Hell or High Water. The Space Between Us
Kim Novak,1933-02-13,/uTxpa6y6nKo2nfpOP4zsR6abLdi.jpg,female,Vertigo. The Man with the Golden Arm. The Mirror Crack'd
Barbara Bel Geddes,1922-10-31,/gvMsiEJpfUUo9L20KeTEJ9gAeak.jpg,female,Vertigo
Tom Helmore,1904-01-04,/gQdVpqYmetgOIH499Fe3xBLsj56.jpg,male,Vertigo. The Time Machine. Advise & Consent
Essie Davis,1970-01-01,/4fRr8V4harQBxJCvR8dhPP40tYA.jpg,female,The Matrix Reloaded. Assassin's Creed
Noah Wiseman, ,/e1E6mf6HFPOmbmHbRHWmMCVDJju.jpg,male,The Babadook
Hayley McElhinney,1974-09-12,/206161F52HL1pVIwD2pRHuaCcA5.jpg,female,The Babadook. Redd Inc.
Daniel Henshall,1982-08-09,/4LYeThK5O9EUy1OllvdsD5bTRbb.jpg,male,Ghost in the Shell. The Babadook. Okja
Ned Beatty,1937-07-06,/aO5MtnqcZHpsVYz1nINdjqgEJUl.jpg,male,Toy Story 3. Rango. Shooter
Robert Mitchum,1917-08-06,/q8imDThRFNQnfyRxadlBrKzGp4u.jpg,male,Cape Fear. Tombstone. Dead Man
Shelley Winters,1920-08-18,/zVg966M0RVK5kycHZUEDc51QULV.jpg,female,Lolita. The Night of the Hunter. The Poseidon Adventure
Lillian Gish,1893-10-14,/vMDJptAwODMUpgrYsfgaphAq7CS.jpg,female,The Night of the Hunter. The Birth of a Nation. Intolerance: Love's Struggle Throughout the Ages
James Gleason,1882-05-23,/ioE4cCouYzFRvqExhorQ5KmfCmq.jpg,male,The Night of the Hunter. Arsenic and Old Lace. Meet John Doe. S1m0ne
Laurence Olivier,1907-05-22,/n8jDSq91O95HSbtCJLRsM367kKx.jpg,male,Spartacus. Sky Captain and the World of Tomorrow. Rebecca
Joan Fontaine,1917-10-22,/8C0nIt3pQCMj999lFLhsSnyE2ZY.jpg,female,Rebecca. Suspicion. Letter from an Unknown Woman
Judith Anderson,1897-02-10,/ryTVWN7XI2WejLsFhicfx3yJ6y9.jpg,female,Star Trek III: The Search for Spock. Rebecca. Outland
Vivien Leigh,1913-11-05,/wUy2GIFZjSpE01xUMy9wBy2xqjc.jpg,female,Gone with the Wind. A Streetcar Named Desire. Waterloo Bridge
Kim Hunter,1922-11-12,/nB44EysedphcIWftSqyyG2qBYk8.jpg,female,Planet of the Apes. Beneath the Planet of the Apes. A Streetcar Named Desire. Time to Play
Karl Malden,1912-03-22,/mszc66eJmCKzOD2vwl8qJrVSz1W.jpg,male,On the Waterfront. A Streetcar Named Desire. Patton
Saoirse Ronan,1994-04-12,/wTTvT0GeVjzyUQG9ydX7XaAZKNr.jpg,female,The Grand Budapest Hotel. Lady Bird. The Host
Brid Brennan,1955-01-01,/m63Toyj0Wyv7PmxnjlS8t4wwm4M.jpg,female,Brooklyn. Florence Foster Jenkins. Shadow Dancer
Maeve McGrath, , ,male,Brooklyn. Gold In The Streets. Through His Eyes
Peter O'Toole,1932-08-02,/7esSG4iZHueb5Nh8RBBhtRZLpom.jpg,male,Ratatouille. Troy. Stardust. Saving Private Ryan
Alec Guinness,1914-04-02,/nv3ppxgUQJytFGXZNde4f9ZlshB.jpg,male,Star Wars: The Force Awakens. Star Wars. The Empire Strikes Back
Anthony Quinn,1915-04-21,/9sKpm4KCoUbmMbR86fpqcgBCHrJ.jpg,male,Lawrence of Arabia. Last Action Hero. La Strada. The Hole
Jack Hawkins,1910-09-14,/6NrHJxvChHawGlp0jRNZwpuiW4X.jpg,male,Lawrence of Arabia. Ben-Hur. The Bridge on the River Kwai. Morning is Broken. Boys on Film 15: Time & Tied
Peter Sellers,1925-09-08,/sCVIv2DGoC9U16anTjLwMxKBPZ.jpg,male,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. Lolita. The Pink Panther
George C. Scott,1927-10-18,/wFC6K5wv6r4DgZI09JGaAsb1eCR.jpg,male,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. The Rescuers Down Under
Sterling Hayden,1916-03-26,/zFntWs4OdfXszzEauHrMURQJkRD.jpg,male,The Godfather. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. The Killing
Keenan Wynn,1916-07-27,/vKRcpt50Eh9AQ6yi9umy1YFZWyf.jpg,male,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. Once Upon a Time in the West. Touch of Evil
Mia Farrow,1945-02-09,/kuLfS2jQOnfIOwCO7RHlwjDIERQ.jpg,female,Rosemary's Baby. Arthur and the Invisibles. Arthur and the Revenge of Maltazard
John Cassavetes,1929-12-09,/dvW9LHWNcgvRLqCom5jhx2T3aIG.jpg,male,Rosemary's Baby. The Dirty Dozen
Ruth Gordon,1896-10-30,/155Pa9jPlWEaPK7qZQFWH6kol5A.jpg,female,Rosemary's Baby. Harold and Maude
Sidney Blackmer,1895-07-13,/4chnpfUW4ZcfBkXHLNvvrkYH7ZZ.jpg,male,Rosemary's Baby. Little Caesar. High Society
Albert Brooks,1947-07-22,/kahlMTdygrPJ28VYRhKPavYD9hs.jpg,male,Finding Nemo. Finding Dory. Drive
Ellen DeGeneres,1958-01-26,/4LG2bFkqOzxzR1kpnoDcwIVuQTG.jpg,female,Finding Nemo. Finding Dory. Pauly Shore Is Dead
Alexander Gould,1994-05-04,/c4EHOhxzwx7uDBxC8zODvKAEFGX.jpg,male,Finding Nemo. Finding Dory
Willem Dafoe,1955-07-22,/7t8fhfaFBoS9VOo3OPXCfK516eI.jpg,male,Finding Nemo. Spider-Man. John Wick
Christian Bale,1974-01-30,/pPXnqoGD91znz4FwQ6aKuxi6Pcy.jpg,male,The Dark Knight. The Dark Knight Rises. Batman Begins
Heath Ledger,1979-04-04,/5Y9HnYYa9jF4NunY9lSgJGjSe8E.jpg,male,The Dark Knight. 10 Things I Hate About You. Brokeback Mountain
Aaron Eckhart,1968-03-12,/aRSofX2rMpOhPanB9Wh7veYmFn4.jpg,male,The Dark Knight. Olympus Has Fallen. Sully
Michael Caine,1933-03-14,/vvj0JMSFpOajXCE46Hy4dyqSP2U.jpg,male,Inception. The Dark Knight. Interstellar. Blood Curse II: Asmodeus Rises
Colin Clive,1900-01-20,/vbaOc2pym7cJk894YM3m3loxFn3.jpg,male,Frankenstein. The Bride of Frankenstein. The Ghost of Frankenstein
Mae Clarke,1910-08-16,/9u2HttpMOejKjrF61eOdjE9uw8c.jpg,female,Singin' in the Rain. Frankenstein
John Boles,1895-10-28,/ft0vSiwHBpzED7QAnKCp9garVpU.jpg,male,Frankenstein. Stella Dallas. Curly Top
Boris Karloff,1887-11-23,/3kY1eEgGFAoVyy8MjNolCS5wouj.jpg,male,Frankenstein. How the Grinch Stole Christmas!. The Bride of Frankenstein
Mel Blanc,1908-05-30,/uwu4kzZ0OtxVE88FtUDE5uMHIyK.jpg,male,Pinocchio. Who Framed Roger Rabbit. The Sword in the Stone. Porky's Hero Agency
Don Brodie,1904-05-29,/qmVCahELUc9wtVNRNfPP5wtYf4V.jpg,male,Pinocchio. The Great Dictator. Harvey
Walter Catlett,1889-02-04,/Y5kIRVTNaKuMy8DyrFDP1kwOub.jpg,male,Pinocchio. Bringing Up Baby. Mr. Deeds Goes to Town
Mickey Rourke,1952-09-16,/AvGzQ8fvjurGmZW3W1wlQ5WfSeT.jpg,male,Iron Man 2. The Expendables. Sin City
Evan Rachel Wood,1987-09-07,/8FlQq58MYv3Wd91R8WV6jrWIeLy.jpg,female,The Wrestler. The Ides of March
Mark Margolis,1939-11-26,/ue04GglAWi7FnxLWeESekpRJ8do.jpg,male,Black Swan. Scarface. Requiem for a Dream
Eli Wallach,1915-12-07,/cjOzKNXOrwc8ZgGWmJEM8A3HZ19.jpg,male,The Good, the Bad and the Ugly. Mystic River. The Godfather: Part III
Clint Eastwood,1930-05-31,/iGgljl8yozXF5WoGQy5zQD97i9Z.jpg,male,American Sniper. Gran Torino. Million Dollar Baby
Lee Van Cleef,1925-01-09,/oEEsdGCBjpyJyVZlx1X8PKvHe7S.jpg,male,The Good, the Bad and the Ugly. For a Few Dollars More. Escape from New York
Aldo Giuffrè,1924-04-10,/aBp4PnfO43mTgCGg0pjmfhHrfdZ.jpg,male,The Good, the Bad and the Ugly. Yesterday, Today and Tomorrow. Cops and Robbers
Chris Evans,1981-06-13,/kRlx7PxXkom7Daj8Z2HmcbPQB1o.jpg,male,The Avengers. Captain America: Civil War. Avengers: Age of Ultron. Postman Pat: The Movie. Austentatious: Live at Leicester Square Theatre. Richard Herring: Happy Now. Richard Herring: Oh Fuck, I'm 40!. Sexual Awakenings. Zen. Head Master 2. So That You Can Live
Scarlett Johansson,1984-11-22,/tHMgW7Pg0Fg6HmB8Kh8Ixk6yxZw.jpg,female,The Avengers. Captain America: Civil War. Avengers: Age of Ultron
Sebastian Stan,1982-08-13,/76Lr7hStv0uunDbCYIXO9pMV8Mb.jpg,male,Captain America: Civil War. The Martian. Captain America: The First Avenger
Ed O'Neill,1946-04-12,/pw37XR7Rvw50GWZ3c7rEibn8oAi.jpg,male,Finding Dory. Wreck-It Ralph. The Bone Collector
Kaitlin Olson,1975-08-18,/t8I6YPdmPTBgdY5ymqygCxciMYf.jpg,female,Finding Dory. The Heat. Vacation
Roy Scheider,1932-11-10,/gx1jsvIL2OCzG6TOnl7ErgD28ZU.jpg,male,Jaws. The Punisher
Robert Shaw,1927-08-09,/yXXFj6cxw8l7Hxo16HaqNF4xN6v.jpg,male,Jaws. From Russia with Love. The Sting. The Grapes of Wrath. Time After Time. Young Mr. Lincoln. EXPO 67 Mission Impossible. Terror Of The Killer Carnivorous Coat
Richard Dreyfuss,1947-10-29,/17WScmWvPBK1EFYsCTbthysv0rH.jpg,male,Jaws. RED. Stand by Me
Lorraine Gary,1937-08-16,/nzyCjOtiKd02AJ4zRqCmW2jb5I7.jpg,female,Jaws. Jaws 2. Jaws: The Revenge
Yves Montand,1921-10-13,/3EYZa9K4B1voXciLVFkrfVp8ea7.jpg,male,The Wages of Fear. Delusions of Grandeur. Le Cercle Rouge
Charles Vanel,1892-08-21,/n2QkGhxuFmGoDyzGUHxdKQfMQX2.jpg,male,To Catch a Thief. Diabolique. The Wages of Fear
Folco Lulli,1912-07-03,/i7uDlluojzLLbd8BkRrqvIG9Whb.jpg,male,The Wages of Fear. The Restaurant. The Great War
Peter van Eyck,1911-07-16,/xXkWcMKcFSEiupgII0VMCt942Zz.jpg,male,The Longest Day. The Wages of Fear. The Spy Who Came in from the Cold
Kevin Spacey,1959-07-26,/dlVRkUYKyZdJ39AN55cY1LoyXAP.jpg,male,Se7en. Baby Driver. American Beauty
Russell Crowe,1964-04-07,/ktuOAyUHM2u2YPPChH8gAArxJ7b.jpg,male,Man of Steel. Gladiator. A Beautiful Mind
Guy Pearce,1967-10-05,/vTqk6Nh3WgqPubkS23eOlMAwmwa.jpg,male,Iron Man 3. Memento. Prometheus. Difficulty Breathing. The Rope Maiden. Laura. Lifeboat. The Ox-Bow Incident
James Cromwell,1940-01-27,/f9HU6zS2K2DCRt2WoJBK61ElqPJ.jpg,male,Big Hero 6. The Green Mile. Spider-Man 3
Bailey Spry, ,/ryuPOCAYdaJxf4y0i04tYH3SvZT.jpg,female,It Follows. Age of Ice
Carollette Phillips, ,/9nqkW04WJVV2VnRDU6rxWLPlHvQ.jpg,female,It Follows. American Prophet
Loren Bass, ,/cdj4ffK5ft00Arb4OnsnIPNIz2F.jpg,male,It Follows. Gifted Hands: The Ben Carson Story
Keir Gilchrist,1992-09-28,/vFrziqS1PDoHYFs2Vn9ro3577Ry.jpg,male,It Follows. It's Kind of a Funny Story
Lee J. Cobb,1911-12-08,/535dOk8eUI97esLMunIXdG58jUu.jpg,male,The Exorcist. 12 Angry Men. On the Waterfront
Rod Steiger,1925-04-14,/cc96tXM1O0PAoyog9hzo1GgSwB5.jpg,male,Mars Attacks!. End of Days
Son Ye-jin,1982-01-11,/in7Egh7eHZwhKylcmALqhXEEC6K.jpg,female,A Moment to Remember. The Tower. The Classic
Kim Myung-min, ,/wozIeSG28brBbWrEMELqxuBbv8h.jpg,male,Pandora. Into the Mirror. Deranged
Do Ki-Seok,1974-09-16, ,male,
Ji Dae-han, ,/9aoOX8p2oxUAwOaT8jT6GWfjs01.jpg,male,Oldboy. Spring, Summer, Fall, Winter... and Spring. The Villainess. A Wonderful Moment
Samuel L. Jackson,1948-12-21,/AvCReLikjzYEf9XjTQxbv3JWgKT.jpg,male,The Avengers. Django Unchained. Iron Man
James Baldwin,1924-08-02,/wRiKddKXiWkQgxT1XWhuykjfmFC.jpg,male,I Am Not Your Negro. Baldwin's Nigger. Crouching Ryan, Hidden Haynes. Katy Perry: Making of the Pepsi Super Bowl Halftime Show. The Phantom of the Opera. Where the Heart Is
Martin Luther King,1929-01-15,/ng1Bs4dG0wwpjl9TFfEwsRZiLHr.jpg,male,Driving Miss Daisy. I Am Not Your Negro. I Am Curious (Yellow)
Malcolm X,1925-05-19,/aIjsu4E04uywUy3Q8tjR4X0dZ5A.jpg,male,I Am Not Your Negro. The Trials of Muhammad Ali. King: Man of Peace in a Time of War
Michael B. Jordan,1987-02-09,/4vXkRCbrquoP5Lrb4px7tubDLMC.jpg,male,Black Panther. Fantastic Four. Creed
Sylvester Stallone,1946-07-06,/gnmwOa46C2TP35N7ARSzboTdx2u.jpg,male,Guardians of the Galaxy Vol. 2. Men in Black. The Expendables
Tessa Thompson,1983-10-03,/fycqdiiM6dsNSbnONBVVQ57ILV1.jpg,female,Thor: Ragnarok. Annihilation. Creed
Phylicia Rashād,1948-06-19,/88MQJyzIBPyCU9wQxt7NUvwVX7r.jpg,female,Creed. Just Wright
Henry Fonda,1905-05-16,/jNLuMWW7SpSeGMUP5qxOAtg0Ryr.jpg,male,12 Angry Men. Once Upon a Time in the West. The Longest Day
Jane Darwell,1879-10-15,/geGrMcqxcFtMKKJO36OFpVwZFFW.jpg,female,Mary Poppins. Gone with the Wind. The Grapes of Wrath
John Carradine,1906-02-05,/cUlQO0vGGFoF3VZjzok8U276exY.jpg,male,The Ten Commandments. The Man Who Shot Liberty Valance. Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
Charley Grapewin,1869-12-20,/jUHnyU7byM0ajyrovvUXkWZnlAc.jpg,male,The Wizard of Oz. The Grapes of Wrath. The Petrified Forest
Ralph Fiennes,1962-12-22,/d2vvUY7bzEbNRXInVVwuyHkN6Bz.jpg,male,Harry Potter and the Deathly Hallows: Part 2. Skyfall. Harry Potter and the Goblet of Fire
Michael Gambon,1940-10-19,/k6VxRs7xcG6DLEVM1izjb3UWSyC.jpg,male,Harry Potter and the Deathly Hallows: Part 2. Harry Potter and the Prisoner of Azkaban. Harry Potter and the Goblet of Fire
Alan Rickman,1946-02-21,/zOJgiaztnrnB7TSdGYU3uwpgivl.jpg,male,Harry Potter and the Philosopher's Stone. Harry Potter and the Chamber of Secrets. Harry Potter and the Deathly Hallows: Part 2
Daniel Radcliffe,1989-07-23,/kMSMa5tR43TLMR14ahU1neFVytz.jpg,male,Harry Potter and the Philosopher's Stone. Harry Potter and the Chamber of Secrets. Harry Potter and the Deathly Hallows: Part 2
Gregory Peck,1916-04-05,/ycs6o0UoohQ7nV7A6VWaTkoIkCQ.jpg,male,To Kill a Mockingbird. Cape Fear. Roman Holiday
Audrey Hepburn,1929-05-04,/hwPHPRz7YqmcRAlvhag5VPeoaoC.jpg,female,Breakfast at Tiffany's. Roman Holiday. My Fair Lady
Eddie Albert,1906-04-22,/tScju2xZ42MpXqx5WSYKFtwzH8r.jpg,male,Roman Holiday. The Longest Day
Hartley Power,1894-03-14,/7HIY3vgeBBHv5S366ZKBWp5VaBj.jpg,male,Roman Holiday. Dead of Night. The Million Pound Note
Anthony Mackie,1979-09-23,/5VGGJ0Co8SC94iiedWb2o3C36T.jpg,male,Captain America: Civil War. Avengers: Age of Ultron. Ant-Man
Brian Geraghty,1974-05-13,/3risyyYIFDQaz0EHRVqNOCToaDe.jpg,male,Flight. The Hurt Locker. Jarhead
Gary Cooper,1901-05-07,/zVUK71x5IoBaJ5H9dTgE2CRmLKy.jpg,male,High Noon. Mr. Deeds Goes to Town. Wings
Thomas Mitchell,1892-07-11,/1Tiiouk77NtxSmdknoN4ny5kT9j.jpg,male,It's a Wonderful Life. Gone with the Wind. High Noon. Horsemen. Drawcard. Life Begins with Love. The Nostril Picker. The Dick Tracy Special
Lloyd Bridges,1913-01-15,/qez0xZiQGt3f530vAGcoYAWd7FM.jpg,male,Airplane!. Hot Shots!. Hot Shots! Part Deux
Katy Jurado,1924-01-16,/mlxcf8ni0QCYmLtccMjeFlVRx2s.jpg,female,High Noon. Pat Garrett & Billy the Kid. One-Eyed Jacks
Timothy Bottoms,1951-08-30,/7dE2UciH9hakOFErUqv1zbnTUln.jpg,male,The Girl Next Door. Elephant
Jeff Bridges,1949-12-04,/xms1RAY6q7Lzp7wNeRCB0kzhucn.jpg,male,Iron Man. The Big Lebowski. Kingsman: The Golden Circle
Cybill Shepherd,1950-02-18,/hG2RJvjvgy4ch0glP2kLMuoBc7R.jpg,female,Taxi Driver
Ben Johnson,1918-06-13,/yqPEXD23jLYxmCCLNWtyQ3tJ89V.jpg,male,The Wild Bunch. Red Dawn. Hang 'em High. Homeless for the Holidays. Ruby Jean and Joe. Billy Budd. Trespasses. Justice League: Dawn of Apokolips. 9.79*. ENO Screen: La Traviata. Kalabog en Bosyo Strike Again. Black Friday. Sunshine. Overshadowed. The Making of 'Some Like It Hot'. The Legacy of 'Some Like It Hot'. Simba. Daddy's Little Darlings. Shoot That Ball. Z/Rex: The Jurassic Dead. Last Call. Zero Hour: Massacre at Columbine High. Talking to Heaven
Margaret Lockwood,1916-09-15,/91N940cyvdPV4clTmCREX0kKBZk.jpg,female,The Lady Vanishes. Night Train to Munich. The Slipper and the Rose
Michael Redgrave,1908-03-20,/eQwqBfCucvLhQIKz23SzN3z6wN7.jpg,male,The Lady Vanishes. The Innocents. Battle of Britain
Paul Lukas,1894-05-26,/uPN8hpMtacoFylb0Ez9j800bilZ.jpg,male,The Lady Vanishes. 20,000 Leagues Under the Sea. 55 Days at Peking
Dame May Whitty,1865-06-19,/qOZnX0Lyrz6bE2CBnyHCgQeuKUf.jpg,female,The Lady Vanishes. Suspicion. Gaslight
Carrie Henn,1976-05-07,/pQezLMMjYw6k2sQKmsNbWNcGgHx.jpg,female,Aliens. Alien Evolution
Michael Biehn,1956-07-31,/uZvJIfVirbv32OK4nba5bMZ6t9G.jpg,male,The Terminator. Aliens. The Rock
Paul Reiser,1957-03-30,/fr53dQQrDGfETgbliCktwKqteRU.jpg,male,Whiplash. Aliens
